Sub,One,Two,Three,Four
subject_1,0.30321456411761,0.65428948258389,0.53819417756131,0.66796950219362
subject_1,0.2612709516805,0.6384291474545,0.55521560804269,0.64146799324011
subject_1,0.25457430102879,0.64479542005922,0.55690574711663,0.66282153896629
subject_1,0.27166916963291,0.65715772439605,0.5850664994325,0.66844421222883
subject_1,0.29217580561322,0.68866229098841,0.57601530564761,0.69740352859512
subject_1,0.28547971206528,0.74808999361214,0.58817962552989,0.7183645565401
subject_1,0.26622963339468,0.74386227023248,0.61245868071947,0.73234117689744
subject_1,0.27066217071143,0.74281298547823,0.63639207194419,0.70187765527904
subject_1,0.27051096538032,0.74357528215124,0.63988044740374,0.67732117896502
subject_1,0.29784929644699,0.73987121575908,0.62072115502594,0.72106548152561
subject_1,0.28803797439769,0.74082170730944,0.66823066158173,0.70877897612328
subject_1,0.25714871613305,0.71108920590063,0.70828349332427,0.70456611440223
subject_1,0.29964436493877,0.74349166736223,0.74086809925506,0.6880195088571
subject_1,0.33540295926154,0.70269436263628,0.73876314156741,0.69658176733785
subject_1,0.30379975544155,0.67065064673299,0.69946699590438,0.70415409113089
subject_1,0.30081828582305,0.67385367965279,0.71027883175842,0.74789839369147
subject_1,0.3269272922225,0.69134247244088,0.6973744896585,0.74815685201669
subject_1,0.34666597447731,0.72710106676366,0.7370860522437,0.73849751423826
subject_1,0.33849077449237,0.7361449286891,0.72160650344535,0.72861866237335
subject_1,0.31170811332309,0.71658200101883,0.74213003703965,0.73610774357576
subject_1,0.29788237786873,0.70258783458332,0.73156111609837,0.74714325222531
subject_1,0.3061195636542,0.70099973356778,0.72457027632899,0.72518370026121
subject_1,0.27639169200839,0.72039406313234,0.73479083728856,0.70409781045825
subject_1,0.28978987541951,0.73282127430179,0.73492227901848,0.72147565943063
subject_1,0.31159953451537,0.71848677673163,0.73531909519753,0.73177041840327
subject_1,0.31429077837049,0.73783556423219,0.67133075020087,0.72025839621326
subject_1,0.35521344682615,0.74918787890794,0.65934455987406,0.73567786393113
subject_1,0.3485162551924,0.72526820475369,0.65069726604172,0.72399923783769
subject_1,0.36965974354176,0.74916619372118,0.63930613502373,0.74449293865834
subject_1,0.33956991691148,0.71756298990118,0.62314273225038,0.71526733539472
subject_1,0.33255460038374,0.7490893710719,0.61899762147806,0.7322887658761
subject_1,0.30369914258998,0.73532350849223,0.59974754280747,0.74799610692988
subject_1,0.31091997447474,0.73179266811938,0.62014209652258,0.72919198194877
subject_1,0.31456361339496,0.74729003626447,0.59792092887271,0.74463358555509
subject_1,0.251917556255,0.72692057781911,0.57395020080612,0.72846221912622
subject_1,0.26892076611761,0.73314243840941,0.59822925599571,0.73577525570213
subject_1,0.26769969618836,0.73697882389733,0.60682576561689,0.7482241210762
subject_1,0.25779308858717,0.74580923819368,0.62755990461679,0.72144145990693
subject_1,0.26693011317714,0.70969313428313,0.64477184252578,0.69836363073999
subject_1,0.2514239720675,0.74664276836914,0.64454797836292,0.66827380410971
subject_1,0.29147680381004,0.74328431082886,0.60904592710532,0.68600939651108
subject_1,0.27871105830043,0.71835623247242,0.60293713036321,0.71749257686973
subject_1,0.27590144436374,0.72883344515869,0.57670955526145,0.71177176414144
subject_1,0.25251424691726,0.73193703660839,0.57374915057254,0.72207706905683
subject_1,0.25237101588642,0.73581730781423,0.5983726977504,0.72778640389895
subject_1,0.26005028553354,0.74028470321827,0.55484470964631,0.7321276507285
subject_1,0.28197364296648,0.74852188900374,0.54409250760131,0.7174775908735
subject_1,0.25942167621691,0.70333174382505,0.52742763590069,0.71259232806981
subject_1,0.26292940675103,0.67313060975245,0.54548593735402,0.71016663325607
subject_1,0.27162993330294,0.70270819408006,0.53757229739275,0.70045543987278
subject_1,0.29860043273761,0.71318540676633,0.55567748784401,0.68816893447044
subject_1,0.28024634749297,0.70119921643952,0.56032055987989,0.64544076169351
subject_1,0.35044680907261,0.6635867967877,0.5432544964024,0.67424389156915
subject_1,0.35405334271246,0.70283730764603,0.54399366422746,0.65318943656102
subject_1,0.38886439040009,0.74965318579818,0.49694686099404,0.62464306658985
subject_1,0.39399776391732,0.71340872671244,0.51648053205616,0.6425011319259
subject_1,0.35423741585249,0.72614903442589,0.51690665034584,0.68242362381301
subject_1,0.35734100730219,0.74204822208357,0.52189321142356,0.71390680417166
subject_1,0.32109654821646,0.72771750930307,0.53408644096741,0.69581334534546
subject_1,0.28532433004108,0.74221881379332,0.55764707464253,0.6669578875517
subject_1,0.25512319596849,0.71433350220563,0.55584021200323,0.66939955681176
subject_1,0.2607948554309,0.7197763923264,0.52583702292178,0.66386696774591
subject_1,0.25409766379716,0.73032645780754,0.54390955770028,0.67944708218239
subject_1,0.25105076006975,0.7485889521492,0.58383204958739,0.66282551857755
subject_1,0.26150508789288,0.72699205249473,0.53805171578262,0.68857084390197
subject_1,0.26860701327856,0.70783276011694,0.56054491708853,0.66177172108324
subject_1,0.25556820602522,0.69024971334247,0.55300458620378,0.65653984454675
subject_1,0.25391489384229,0.66718959487096,0.5775309952547,0.66533499322602
subject_1,0.27431547984897,0.68854864427737,0.59501978804279,0.70366023310316
subject_1,0.25191209525278,0.66924449586665,0.58246394008016,0.73257540202315
subject_1,0.26654103213313,0.68266044391683,0.60823103626063,0.7449498847243
subject_1,0.31048026420629,0.70521573792587,0.59874793639312,0.73242052195497
subject_1,0.29177450346918,0.73550262161883,0.58800096424634,0.74009030407815
subject_1,0.31694449696909,0.72645142783394,0.58657932058123,0.74868681369933
subject_1,0.35016558229368,0.7399372318251,0.61065946247382,0.71569875182597
subject_1,0.35486990228052,0.71745178219166,0.64744459991556,0.71612487011564
subject_1,0.37271805749197,0.71278695949308,0.62217839781291,0.73171199055152
subject_1,0.42093492367713,0.70404332707668,0.65011209949682,0.73696187254093
subject_1,0.44228412607083,0.70268942465742,0.63252905272236,0.727797189446
subject_1,0.4217185438433,0.69537714818085,0.64854901634795,0.73350652428811
subject_1,0.42794040443359,0.65311860536449,0.66555222621056,0.73557703823072
subject_2,0.4,0.6,0.75,0.25
subject_2,0.36236802337081,0.5918494851793,0.74597370335522,0.26598820837432
subject_2,0.40841379409955,0.63038551163823,0.714988999693,0.2624631696509
subject_2,0.39767790184734,0.59724325863135,0.72027666200182,0.28518423239931
subject_2,0.43142125676978,0.60238978186793,0.7273463792553,0.30643852473323
subject_2,0.43023063248385,0.59547004522072,0.70761701710303,0.29156225461808
subject_2,0.41108189444212,0.63158410271352,0.72881052125442,0.30522572871524
subject_2,0.39141522479347,0.64425782744847,0.70968272196598,0.28115030746286
subject_2,0.43300787256233,0.62733219218275,0.72023721841651,0.26567235993449
subject_2,0.42031140582639,0.63289601712786,0.74007706631191,0.26160036561042
subject_2,0.41339166917918,0.65049837992606,0.72002948933479,0.26585694066315
subject_2,0.45383665229697,0.65137433133772,0.72966729776703,0.25116952408535
subject_2,0.39599923253276,0.64345578165498,0.7141755314754,0.26568432763716
subject_2,0.40371321821785,0.64402223175027,0.69302836616615,0.33661557525227
subject_2,0.3964310229116,0.63917727416694,0.65949309621627,0.34493764669629
subject_2,0.42258171186624,0.67821457111871,0.65857834855398,0.38242351593064
subject_2,0.37827694037275,0.72227977537485,0.63665799728955,0.34999987603305
subject_2,0.39182777447224,0.71892165599346,0.63253641869886,0.33458587345119
subject_2,0.37799771859445,0.72700757531917,0.61432313952062,0.33110458203047
subject_2,0.36180951492867,0.74303842980118,0.61039123547047,0.31268964778314
subject_2,0.3697327820058,0.74131524753755,0.64596154735132,0.3193034477105
subject_2,0.37430412162493,0.73253406350781,0.60863508685226,0.29193310333232
subject_2,0.33438433679436,0.70611878686357,0.58677919078136,0.27300157683636
subject_2,0.34647134856179,0.72525173909147,0.60768359475251,0.27395645501506
subject_2,0.35702584501231,0.7075154030297,0.66627107257651,0.28485082220976
subject_2,0.4,0.6,0.25,0.75
subject_2,0.40916993008321,0.63248378769249,0.26366347409716,0.70498252887983
subject_2,0.43770748742234,0.61917275508256,0.27036004090364,0.74466824415141
subject_2,0.43897580809122,0.62321861812006,0.28016976399108,0.74674749436784
subject_2,0.42491802209974,0.63178557373178,0.27065434373186,0.72386039024303
subject_2,0.48000772289237,0.69773857503135,0.25189221579496,0.72838131303142
subject_2,0.47357255310589,0.70521110624843,0.2552149334211,0.72008654954834
subject_2,0.49695864121496,0.66599378014958,0.26764344695675,0.72645216481329
subject_2,0.50368271337129,0.64566922304192,0.31497964108364,0.68249461873634
subject_2,0.56227019119529,0.66010793459361,0.32389282611526,0.71434492812485
subject_2,0.53096445185241,0.65390124298959,0.28711460802885,0.70801336776621
subject_2,0.53983407393082,0.59606382322538,0.27178352988777,0.68609301650179
subject_2,0.55300845902432,0.57506236725451,0.28193508891996,0.69956954194406
subject_2,0.56388861420722,0.58749088079016,0.25964587681897,0.68319659562694
subject_2,0.54415925205495,0.6176684235122,0.26787307657023,0.70480789605251
subject_2,0.54518407448371,0.60907517624743,0.27074239877999,0.72740700527501
subject_2,0.56654663447772,0.61033406084167,0.27613814435682,0.74337790501233
subject_2,0.60667874810418,0.6083593392035,0.26618974397037,0.72255321363605
subject_2,0.58413218857736,0.66267374747472,0.26156095189805,0.71348830394094
subject_2,0.56488600231478,0.59280814426425,0.28804465681407,0.73509960436651
subject_2,0.55538354165565,0.64789784505687,0.28045145029196,0.73730074522033
subject_2,0.51546375682508,0.67785183993652,0.28209654306323,0.74468610930693
subject_2,0.51522364477296,0.68866151359408,0.27481434775698,0.72920990079566
subject_2,0.53820121005271,0.69821001763494,0.28445215618922,0.73374576863021
subject_2,0.5335458158242,0.70129984062518,0.26495114990773,0.74409235455476
subject_2,0.53645882740684,0.67205542854378,0.26858412004215,0.73240153509041
subject_2,0.53563061207958,0.67479292256834,0.25628356928605,0.74525463685963
subject_2,0.49818963403254,0.68259172910329,0.25265160453485,0.71842746278356
subject_2,0.50994082686646,0.62652878150696,0.26911678857912,0.72479307804851
subject_2,0.4910093003705,0.67459664527692,0.30467122094238,0.73772105271713
subject_2,0.48936367647329,0.66719016735573,0.27668059592947,0.71204884900503
subject_2,0.53782925781972,0.67448822933389,0.28866233059765,0.72260334545556
subject_2,0.56104302613955,0.66713470509776,0.25255419078042,0.68893296064903
subject_2,0.55100547380288,0.63315729637986,0.28736559405015,0.68424867005997
subject_2,0.57013842603078,0.59752682346164,0.2961091078094,0.66688133809672
subject_2,0.5607816730285,0.58622169488677,0.28537035357749,0.64061430324693
subject_2,0.560607755463,0.60288177669303,0.3252637979308,0.64617812819204
subject_2,0.53746720996498,0.64036795346705,0.29727317291788,0.66061683974373
subject_2,0.55254838708566,0.63021245593636,0.25459823711126,0.64696914668062
subject_2,0.54557583989932,0.58863149019743,0.2539950101535,0.65555999135454
subject_2,0.53139503028029,0.58105596648285,0.25820361728175,0.65944757922354
subject_2,0.51349012851418,0.60658180813899,0.26678211660246,0.67814162638792
subject_2,0.5286222503013,0.59155788264578,0.26057542499844,0.68284296283106
subject_2,0.57239059353607,0.59479860697669,0.2542438646398,0.70850596463578
subject_2,0.58428095959738,0.58074082098522,0.25954074276358,0.74169458142578
subject_2,0.57568771233261,0.54958528140584,0.25932713647098,0.74053908295068
subject_2,0.58080374112121,0.54164658667654,0.28078310648311,0.72016501230447
subject_2,0.57345021688508,0.5231288374306,0.28841455504759,0.73874640183008
subject_2,0.59790891088555,0.47772217284835,0.29705674891001,0.71792307542122
subject_2,0.5939770068354,0.50404301001498,0.28903739905797,0.70139653124991
subject_2,0.53816263014188,0.5364176283448,0.30146591259361,0.68129170073012
subject_2,0.51665025965559,0.53950745133504,0.2952592209896,0.6902314376193
subject_2,0.50416063215736,0.49391171466634,0.30458113405779,0.69998543530791
subject_2,0.48152338349619,0.53760906348519,0.30731862808235,0.74900447311213
subject_2,0.47406591919187,0.54583626323645,0.31626626375747,0.70469970161864
subject_2,0.48076248599835,0.57029495723692,0.30749716142997,0.68008250271236
subject_2,0.44214701064813,0.57701557464544,0.2994489959054,0.66759287521413
subject_2,0.44119311613836,0.57684165707994,0.32640787230349,0.64997220376122
subject_2,0.47101422572769,0.57840179583226,0.34464235364009,0.63659114575603
subject_2,0.48615763526821,0.57038244598023,0.35785175576272,0.60344889274914
subject_2,0.46926193260793,0.57925442180758,0.30634904565414,0.6588845034011
subject_2,0.49144229399325,0.61557428519056,0.31697182027572,0.66136140307564
subject_2,0.47376470530205,0.59707539202812,0.32786618747041,0.70104711834722
subject_2,0.46372715296538,0.63456156880214,0.3256669620152,0.70557959149088
subject_2,0.44497806791789,0.60141931579525,0.32693528268408,0.66361068911451
subject_2,0.45286960039437,0.58372654717958,0.32724669394525,0.69056956551259
subject_2,0.44292420967588,0.57466163748447,0.3359902077045,0.66164641366029
subject_2,0.48957280717637,0.54085928900667,0.33829902709223,0.64615464736867
subject_2,0.48935822344646,0.51286866399376,0.34619055956871,0.64161466110004
subject_2,0.48280774092646,0.50319898353632,0.3617536350601,0.66873591770875
subject_2,0.48494404789073,0.49059947582105,0.36700472592874,0.67754333293189
subject_2,0.46108135299961,0.51857689886294,0.33789175698208,0.6861102885436
subject_2,0.44566735041774,0.4793595727641,0.32068846816207,0.6727292305384
subject_2,0.39850871830763,0.49005725067985,0.34587841904648,0.70585322678412
subject_2,0.36257081347113,0.49868668525817,0.36322830339019,0.7147929636733
subject_2,0.32938425637966,0.48154471373987,0.37241035124147,0.6987813627757
subject_2,0.35599291031302,0.48525438173369,0.35894146674675,0.67048475055009
subject_2,0.39708149617846,0.5079754444821,0.3315285659164,0.67143962872879
subject_2,0.39342845641154,0.49035477302919,0.37654603703658,0.70381424705861
subject_2,0.39249859349126,0.46708123729172,0.37352554827486,0.66133888268497
subject_2,0.41615711439696,0.47323016859831,0.40269756611285,0.68405994543338
subject_2,0.38713398100659,0.45522280847597,0.44431758361043,0.6769071700109
subject_2,0.38873117052496,0.48704775345447,0.4265245838749,0.67344207714238
subject_2,0.43473231291505,0.46942708200156,0.43633430696234,0.66603559922118
subject_2,0.41281196165063,0.45027834395984,0.46509270584961,0.66324116338861
subject_2,0.41765010641552,0.4325219933096,0.45279215509352,0.66809311027665
subject_2,0.37369256033857,0.4306500807136,0.46540584932316,0.67450016535304
subject_2,0.38605324115818,0.44862606632452,0.43638271593278,0.63291919961411
subject_2,0.35677354922194,0.45749568840293,0.4348356336593,0.64318371041365
subject_2,0.34042958924637,0.46237236134633,0.43254372644246,0.65684718451081
subject_2,0.35641779762069,0.50415898025398,0.39421409120328,0.66714934522163
subject_2,0.37418413324423,0.50903565319738,0.42703648446851,0.63869796719641
subject_2,0.37665221055705,0.5176264978713,0.42060454141024,0.59536535052766
subject_2,0.38280114186364,0.53908246788343,0.38227490617106,0.57022724911868
subject_2,0.34773990648775,0.52159815563255,0.41661988097457,0.55591524834062
subject_2,0.32764595515737,0.52061223052438,0.42474691239357,0.54633061083878
subject_2,0.33845562881493,0.53884671186098,0.45265556503346,0.59039581509491
subject_2,0.33562327282569,0.54368485662587,0.47891747888477,0.55399126515404
subject_2,0.33197023305877,0.55148366316082,0.48553127881213,0.55303737064427
subject_2,0.36048697150419,0.56105927219485,0.48457738430236,0.55282278691436
subject_2,0.3676822117974,0.52708186347695,0.51706117199484,0.55803128754536
subject_2,0.34735765468973,0.50833277842946,0.57525782619584,0.57939384753937
subject_2,0.34040437923258,0.49143707576918,0.55890364372579,0.5095282443289
subject_2,0.39241422288683,0.46232410682252,0.56529501967178,0.51078712892314
subject_2,0.41513528563524,0.45432413129971,0.53707506299897,0.50639460799984
subject_2,0.43273764843344,0.45617486047462,0.56753932307384,0.51098155018419
subject_2,0.44448884126736,0.4651145973638,0.54543436391511,0.54951757664313
subject_2,0.43703137696304,0.50347484658888,0.52774159529944,0.55698547239859
subject_2,0.43734278822422,0.51324523491909,0.48058296318933,0.53295964472911
subject_2,0.40965879367864,0.55371699431607,0.46741174700515,0.55770659459813
subject_2,0.39367024751792,0.55184508172006,0.43099221325259,0.58431524853149
subject_2,0.37652827599962,0.55587137836484,0.41548794393725,0.569257451427
subject_2,0.40796563325627,0.53004702728146,0.44808763960871,0.57028227385577
subject_2,0.43242432725673,0.50076733534523,0.477975496564,0.57584609880087
subject_2,0.42547105179958,0.45002957343097,0.47434353181279,0.52003172210736
subject_2,0.41365196480485,0.4242052223476,0.48329116748791,0.51052926144822
subject_2,0.41371837601474,0.39586390920467,0.47613839206543,0.54906528790716
subject_2,0.37507037678611,0.38634848894545,0.45762064281948,0.58639454671894
subject_2,0.42874916633397,0.37876717641354,0.4621279467757,0.58420152365774
subject_2,0.42059865151327,0.39295148900355,0.46538565434388,0.57626282892844
subject_2,0.42342478555626,0.37574820018354,0.45386284551379,0.57917584051108
subject_2,0.44639213337777,0.40857059344876,0.40325607563539,0.60009036873453
subject_2,0.44382645152447,0.4169287572692,0.39156525617104,0.6073884307127
subject_2,0.42977121972114,0.39344662070202,0.39132514411893,0.59954642760063
subject_2,0.39987018218494,0.39998245353611,0.35052899172121,0.57356520303181
subject_3,0.4,0.6,0.25,0.75
subject_3,0.38002098559414,0.58991767529539,0.25536502318358,0.74386811253632
subject_3,0.40153928953937,0.58024545285331,0.26709643769745,0.74098661684417
subject_3,0.39473002762913,0.55306868366158,0.33627685178618,0.73453230634585
subject_3,0.37414299472459,0.59561578860436,0.27502126029594,0.74098661684417
subject_3,0.38847879380914,0.63695091335322,0.32580830288049,0.71983990908119
subject_3,0.40261629260877,0.61989736626797,0.35250805575372,0.74330611460938
subject_3,0.43019694117692,0.61596479270134,0.35972466250349,0.73139389273195
subject_3,0.44729942039961,0.6037054445037,0.35515003080323,0.73237086366516
subject_3,0.43036412213133,0.59689618259346,0.38583760515203,0.71334013798161
subject_3,0.44726710447282,0.59105150884435,0.40336923615791,0.74988182880987
subject_3,0.43014038730967,0.5950765481261,0.36045005126835,0.74088343589861
subject_3,0.42218975792584,0.5885497107666,0.34745327579153,0.74829824159418
subject_3,0.39236880005314,0.55328369858061,0.36779750036686,0.68938073318161
subject_3,0.43621696365189,0.56843982067868,0.34282515750812,0.72096556369152
subject_3,0.41690979152461,0.59060113601396,0.3117927278615,0.66518722745541
subject_3,0.42361075146309,0.58068347395253,0.348604522961,0.67394795645568
subject_3,0.42803108021672,0.56928850086586,0.31956645824036,0.70972359484227
subject_3,0.43658651608647,0.55840628651294,0.31216560638012,0.70636933423328
subject_3,0.48255753134861,0.52912024926461,0.33197357303485,0.72565952216894
subject_3,0.49884786661786,0.52612992117834,0.33321517827327,0.70587485060494
subject_3,0.48894251540862,0.54741681834951,0.28071400637516,0.72596142841014
subject_3,0.52000746153616,0.53946618896567,0.29614454102692,0.69782338483124
subject_3,0.48125629309356,0.54997932165854,0.29108224699752,0.68663637971303
subject_3,0.48385223586821,0.53771997346089,0.30748951683692,0.7033871270355
subject_3,0.25,0.75,0.4,0.6
subject_3,0.25867490094453,0.73948686730714,0.40259594277465,0.61285594949607
subject_3,0.2743685193759,0.72129219942965,0.39633995101262,0.63781947223621
subject_3,0.26690625712207,0.72820672126839,0.37163067763091,0.60027623027324
subject_3,0.2739041292861,0.7329855977303,0.34416803109523,0.592875378413
subject_3,0.30320300297231,0.72620150286013,0.39641347517726,0.57468852637542
subject_3,0.31170796498812,0.73775097299287,0.40349862250031,0.55883128446386
subject_3,0.3274168439577,0.72161389437546,0.39297753997789,0.53355248833836
subject_3,0.34804154191943,0.7273257282044,0.4236651143267,0.52710974128628
subject_3,0.36790970044744,0.66824434001446,0.4314097599766,0.53182612701969
subject_3,0.33486628012702,0.66039474953428,0.4346547247984,0.52190846495827
subject_3,0.3354265913708,0.6794838127267,0.38591638137504,0.47128036457756
subject_3,0.31315976989401,0.62099334158548,0.38421079344222,0.48150435230024
subject_3,0.28458120630578,0.63239205253758,0.38477961659235,0.48893864034078
subject_3,0.27467585509653,0.62875497755957,0.40243727269165,0.51308721220046
subject_3,0.3031828422276,0.62191870104117,0.37490854609005,0.52551799677623
subject_3,0.30396718206837,0.6060614591296,0.32808380618522,0.52979909052065
subject_3,0.28783010345096,0.59141191816843,0.31687243248803,0.55802972337269
subject_3,0.25945700013271,0.56453415236147,0.31430479887634,0.55088272260199
subject_3,0.31804328840514,0.52869448300828,0.31703507038703,0.54320021731094
subject_3,0.30853889844961,0.52101197771723,0.30472593005233,0.57083018027558
subject_3,0.30911422693633,0.50170480558995,0.30465624673256,0.58836181128146
subject_3,0.30782456058196,0.52022221650164,0.26834412828662,0.59372683446503
subject_3,0.3275923351292,0.48736974729457,0.26249945453751,0.590396134099
subject_3,0.3233357135194,0.50730870604394,0.29149345537235,0.5956995449063
subject_3,0.30437349815332,0.48758892020379,0.2827859072664,0.63294846920558
subject_3,0.31488401716129,0.511813256267,0.3049525551886,0.61341482066963
subject_3,0.35743112210407,0.5024154795891,0.33176663155558,0.63039532717039
subject_3,0.3289173466778,0.46086997261878,0.37094010563022,0.58815679828077
subject_3,0.33114759117242,0.44180588098404,0.37150892878035,0.60386567725035
subject_3,0.31779893145714,0.38215271454004,0.35422949236624,0.58526455318245
subject_3,0.30541432739019,0.35557557078593,0.36370396946978,0.58832285639802
subject_3,0.31681303834229,0.38359853865265,0.3636948030014,0.58532882290627
subject_3,0.29728394378405,0.32546951552544,0.36487991494145,0.61767320051506
subject_3,0.30131604547886,0.28525651095838,0.32083701118568,0.60620018125912
subject_3,0.31401842706039,0.31207058732535,0.36109513987775,0.61405915450344
subject_3,0.31805052875521,0.33222627111956,0.33721580497623,0.63928165412329
subject_3,0.28502606419738,0.31940906891525,0.35345742366866,0.61124152914651
subject_3,0.26897057589306,0.33586152295721,0.34980859691515,0.6210355393488
subject_3,0.25115288417451,0.36078636770216,0.29246337110035,0.66788329128674
subject_3,0.25374057826812,0.34365965053901,0.28656353081448,0.63235062196519
subject_3,0.27013875663341,0.33705460755876,0.26293231030747,0.64909232879271
subject_3,0.27550719280867,0.32011930929048,0.27075662214165,0.61623985958564
subject_3,0.30311205172388,0.32149603609287,0.27168077721911,0.63194873855522
subject_3,0.27623428591692,0.36175416478495,0.29202470977027,0.67328386330408
subject_3,0.26383979222003,0.36858955190873,0.29258502101405,0.6662839088111
subject_3,0.25166585773624,0.38874523570294,0.26138612969814,0.66791443043661
subject_3,0.27347540469334,0.40071600139811,0.28199607612398,0.64793541603075
subject_3,0.25249115182581,0.40188226832602,0.26442123128201,0.64221865593266
subject_3,0.26300167083378,0.41683798006615,0.26006016353402,0.61691683817757
subject_3,0.32922056153285,0.40223825935518,0.26472479089769,0.57091519468625
subject_3,0.36886699623254,0.38582947913945,0.27142575083618,0.58634572933801
subject_3,0.3900855888605,0.3476131243704,0.28766736952861,0.61876014588514
subject_3,0.39794456210482,0.37467925167758,0.27651282443194,0.61848545207696
subject_3,0.42022349153953,0.37103042492406,0.27814334605745,0.55956794366439
